ID,H,e,a,Perigee,i,RAAN,arg_perig,Apogee,M,period [y],MOID,condition_code,SMASS taxonomy,Spin period,Satellites,PHA
(2016 AO164),22.15,.2984633956685503,1.438939456842702,1.00946870039197,10.52422863704828,147.6859546197667,21.04340917519409,1.868410213293434,349.5269634685552,1.72612397382616,.0349009,0,,,0,N
(2016 AP164),21.72,.3764264457571447,1.961493681634543,1.223135586681756,7.797287879157501,213.0448333841358,316.7497617018409,2.69985177658733,44.72541822014621,2.74718921302687,.248052,4,,,0,N
(2016 AE165),21.73,.3815798260172987,1.928484603298215,1.192613783894643,14.83661284169064,136.0261498279358,17.71409963874995,2.664355422701786,86.24413042178617,2.6781350052357,.214898,0,,,0,N
(2016 AH165),21.96,.386219166945288,1.924321913046988,1.181111906855417,13.53807127228911,289.2323284658623,159.9039370836408,2.667531919238558,108.7242021144583,2.66946843745063,.20832,0,,,0,N
(2016 AZ165),21.00,.1737948376462555,1.337515697543959,1.105062374039988,26.18331452791959,111.2299424680332,183.7169299447971,1.569969021047929,52.51754045667715,1.54687967766165,.0898125,0,,,0,N
(2016 AE166),21.43,.3968792413318257,1.753068900835199,1.057312245469308,34.28597288649344,106.7686668273769,16.22411898799973,2.44882555620109,269.7042699681413,2.32116856563573,.0860739,0,,,0,N
(2016 AU192),21.9,.3848313400737762,1.135482134828477,.6985130232526021,24.05394545193485,278.5211923052776,337.9173003467516,1.572451246404352,324.1550087356194,1.20998130625041,.289775,1,,,0,N
(2016 AB193),22.2,.4477833134899639,2.142692955080707,1.183230803863066,14.03313774832015,142.8514953859884,309.1177006218693,3.102155106298348,296.7525154168978,3.13652038757088,.261111,6,,,0,N
(2016 AF193),21.9,.291365437088254,.8746063399289425,.6197762814153882,6.45362018282963,253.9154577369683,44.14783425535398,1.129436398442497,80.32241953475712,0.817950710578174,.0101999,0,,,0,Y
(2016 AK193),22.08,.2716208502084016,.8701143409590271,.633773143889213,17.36254346648149,306.8755089226333,324.4131476658803,1.106455538028841,142.7232222429972,0.811657287244194,.0406543,0,,,0,N
(2016 BT),21.11,.5990655650908747,2.457878872305898,.9854482767430434,18.51502034738433,117.1465137315485,70.84016543240321,3.930309467868753,77.03391519084335,3.85344280147674,.189103,5,,,0,N
(2016 BD1),21.30,.2876873731121453,1.558994243673359,1.110491285014014,10.59639255621457,150.4838198180625,275.7916681724078,2.007497202332703,212.6043814619738,1.94659215916065,.225271,1,,,0,N
(2016 BG1),22.3,.5571539832779793,2.39297559716208,1.059719711316226,15.26665240554627,307.8282323022802,149.0672335942315,3.726231483007933,137.8561554245693,3.70182263840869,.112825,5,,,0,N
(2016 BL1),22.07,.2975917901937118,1.760635348460247,1.236684723233633,7.292742362540741,123.4610308963814,344.5656807754772,2.284585973686861,274.9296539401492,2.33621241623335,.256303,0,,,0,N
(2016 BP14),21.05,.7540576356172149,2.889476622271295,.7106447123101857,1.982410047495369,165.0700341422023,228.2678293493863,5.068308532232403,290.2403951962463,4.91175821183282,.0140897,0,,,0,Y
(2016 BV14),21.7,.7144500753169308,2.354862774633197,.6724308879354728,7.702180124338216,137.5116105091138,261.879201810603,4.037294661330922,166.8683262814614,3.61373755436617,.00712847,6,,,0,Y
(2016 BD15),21.2,.3110825411740251,1.466700349099763,1.010435477360979,35.53789252645642,303.239091702506,203.3520362995318,1.922965220838547,308.9907987527603,1.7763162765249,.046583,2,,,0,Y
(2016 BA39),21.29,.3180772850998157,1.596990716315688,1.089024244940384,23.41766168113045,319.2999236801314,152.5397174971221,2.104957187690991,125.5218233607072,2.01818878970574,.129922,0,,9.1,0,N
(2016 BV39),21.8,.3059384471565842,.9655398038138681,.6701440555671803,21.7885586542277,333.3119056137696,36.07045863142171,1.260935552060556,155.8982261718773,0.948775530173597,.139427,2,,,0,N
(2016 BW39),21.61,.5344094515769308,1.749006304688496,.8143208045953224,8.829383873525325,75.78112350504861,335.1247072689613,2.683691804781668,302.9905955359984,2.31310455994719,.0789565,2,,,0,N
(2016 BR80),21.3,.4524714195406191,1.702835638657823,.9323511799899613,12.07305223787058,8.726936749920752,160.5802157407068,2.473320097325685,318.0526212982969,2.22211892793478,.0427371,1,,,0,Y
(2016 CG29),21.3,.4058070274088119,1.860299340812263,1.105376795226666,29.12740791986294,134.7294370046129,308.189271740183,2.615221886397859,175.1723975992459,2.53736211114929,.228674,7,,,0,N
(2016 CR29),21.8,.5258021460531109,2.497402159786637,1.184262744613149,31.91051566989549,324.9476520555472,158.0203488452652,3.810541574960125,80.18751994813096,3.94676189651503,.222678,6,,,0,N
(2016 CE30),21.73,.08886712537653998,1.36066176440887,1.239743664796083,8.717017193866731,339.6604294534228,53.87350530527293,1.481579864021658,269.7703184503428,1.58720664749413,.260072,0,,,0,N
(2016 CU30),21.58,.6398623231429631,3.042299851756332,1.095646800914033,27.88609307264501,140.6596580777515,43.84887360735077,4.98895290259863,221.9654780076629,5.30653736615484,.205263,5,,,0,N
(2016 CF31),21.73,.4787414355508784,1.085164462991917,.5656512701703686,15.1591465532381,146.6461354934756,211.1760205244178,1.604677655813465,344.022195234823,1.13045049097939,.161069,1,,,0,N
(2016 CW31),21.50,.3099854587437851,1.566897123861892,1.081181800117246,17.833956558146,324.0011872222889,235.5886211010265,2.052612447606538,115.4339371403237,1.96141244862724,.178418,0,,,0,N
(2016 CZ31),22.07,.4882813281372957,1.438518940900559,.7361170018869778,14.57855161191536,309.5313087986255,76.0642621628632,2.140920879914139,72.74577549145179,1.72536736491029,.0175568,2,,,0,N
(2016 CJ136),21.6,.3796033258693307,1.067141674074864,.6620511454222799,28.89806559889905,127.2142628375229,160.9393521999818,1.472232202727447,196.4042867896987,1.10240537677208,.334555,3,,,0,N
(2016 CL136),21.36,.6222184323624974,.7296678900428344,.2756550793551308,21.52795045061471,316.4196532903155,23.53025329031146,1.183680700730538,80.20525504904938,0.623298461274572,.0287762,0,,,0,Y
(2016 CE137),21.67,.3680646314674905,1.721452021159575,1.087846417402509,28.5461491008853,330.0375901551853,116.2556369092976,2.35505762491664,329.1967306982089,2.25865857453142,.251248,1,,,0,N
(2016 CC193),21.7,.5509267777978133,2.389896036239,1.073238313722082,25.07628487027506,144.2946806281632,46.36931450407491,3.706553758755919,110.1052207951378,3.69467903034709,.182183,6,,,0,N
(2016 CW193),21.70,.6712663133576972,2.478029789189369,.8146118682096697,6.509053458040582,184.9409731127187,235.284267219087,4.141447710169068,95.64587156258966,3.90092846718709,.00478817,0,,,0,Y
(2016 CS195),21.7,.1757328477839024,1.561256473147906,1.286892427000573,20.44556272041158,341.840662283429,102.578448879233,1.83562051929524,205.2012080585192,1.9508306949665,.418544,6,,,0,N
(2016 CK246),21.75,.7295465471963156,3.97239571532027,1.074348137110929,12.63553742098283,303.1030160867282,219.0865917459769,6.870443293529611,28.54393655942424,7.91747971644272,.138056,0,,,0,N
(2016 CN246),21.1,.1642032529955055,1.513740355484815,1.265179264923635,25.5575458973854,347.8788731692418,274.8365690726108,1.762301446045994,140.4375632647532,1.8624528458738,.40612,2,,,0,N
(2016 CN247),22.44,.3081485231026049,1.761292673666315,1.218552937524602,8.146286588998972,258.3247103581561,260.9373176811891,2.304032409808028,249.4237961710159,2.3375208597726,.276425,1,,,0,N
(2016 CQ247),21.87,.5966828707285782,1.282716023124606,.5173413441170709,8.920690976117372,199.659096782973,172.3483582090962,2.048090702132142,53.77641466701172,1.45279381397691,.141834,7,,,0,N
(2016 CR247),21.82,.09160809395090636,1.107612891523501,1.006146585695581,14.16976017302664,359.2735717983465,57.91718528870658,1.209079197351421,253.9950948834402,1.16570914910854,.0424961,0,,,0,Y
(2016 CW247),22.49,.5711393527145475,1.712944521042587,.7346144960583932,10.57020855586075,310.3678403133385,287.9438989679626,2.691274546026781,276.4221380242104,2.24193567674434,.0117435,1,,,0,N
(2016 CD248),22.2,.5725934293322938,1.864715216904621,.7969915361290918,13.4558980743308,359.1612301374025,55.32504451909242,2.93243889768015,30.23221028586318,2.54640204606454,.0324584,8,,,0,N
(2016 DK),22.4,.5811231768727215,2.481963929054734,1.039637165718945,32.81195123294609,152.3238131426565,353.9272200003583,3.924290692390523,1.924612391529367,3.9102218710495,.052779,9,,1.3,0,N
(2016 DL),21.34,.4711612287900956,.7142332894650937,.3777142551579281,23.85330749311466,290.1138612081323,33.17773587256677,1.050752323772259,309.537327448147,0.60362655138182,.0467193,1,,,0,Y
(2016 DZ),22.2,.5239770534903382,2.245415297825872,1.068869206208941,13.09896015534808,151.4015834228871,40.52062784114116,3.421961389442802,192.9811556043388,3.36475322428428,.129044,5,,,0,N
(2016 DT1),21.7,.5001983169647217,1.692868954112923,.8460987524238101,30.53348373198672,154.3913030613925,262.8518230734166,2.539639155802035,41.81692233512491,2.20263843368558,.135632,9,,,0,N
(2016 DU21),21.5,.3898656917984737,1.675680925949274,1.022390422520553,35.28636233097343,336.4582824438249,274.0212781135776,2.328971429377995,305.0200343267844,2.16917800195752,.300959,4,,,0,N
(2016 DV21),22.14,.4293106260505804,1.931433668154683,1.102248670904027,14.40400167431612,158.8690226971431,63.4505784225055,2.760618665405339,52.3227004130169,2.68428051384286,.210753,0,,,0,N
(2016 DW21),21.3,.5961331100032342,2.642183720677612,1.067090522070151,15.54299233321697,133.1100077502952,94.19226734777254,4.217276919285073,345.3397203528416,4.29489668169935,.259692,5,,,0,N
(2016 EN1),21.41,.108178983443313,1.438903265115775,1.283244172622286,14.58165983386789,193.0091079664525,55.96168042339077,1.594562357609263,276.4286372695133,1.72605885189099,.31968,0,,,0,N
(2016 EP1),22.26,.4442747029324396,1.461069520619612,.8119532933826917,10.63534765824417,359.7331497025206,89.92838671556112,2.110185747856532,347.5555722183132,1.76609688204679,.0660558,6,,,0,N
(2016 EC27),22.45,.3967819122728121,1.95248828874598,1.17777625184708,2.327963228882149,337.2058351224792,199.8005950766546,2.72720032564488,49.14254350281857,2.72829205725184,.184774,5,,,0,N
(2016 EK27),22.2,.4728790514832369,1.822770971947206,.9608207636616335,7.101454382477513,212.0224117834755,31.2368191012141,2.684721180232779,153.3887193564621,2.46097021704792,.00237392,1,,,0,N
(2016 EW27),22.2,.3350579613082628,1.788784044615819,1.189437709406094,31.67634875142137,158.48592655,293.2902831424169,2.388130379825543,36.71043938501587,2.39246212360363,.362323,8,,,0,N
(2016 EF28),21.7,.6570465626265625,1.87075553646894,.6415820417174122,5.161172321078656,143.8955622308722,292.1291036685068,3.099929031220468,153.0871027047804,2.5587847931398,.0236329,0,,9.517,0,Y
(2016 ES28),22.5,.6592664732400649,1.474579570446803,.5024386975264892,24.9517875060263,176.2627034911619,233.8402258561938,2.446720443367116,40.18294561118425,1.79064923403965,.145485,9,,,0,N
(2016 ET28),21.8,.5964028002348457,2.72110531561541,1.098230485648456,19.73245162703022,11.75549336165848,84.28700341071274,4.343980145582365,17.54368162198137,4.48875837399387,.335973,8,,,0,N
(2016 EJ56),21.68,.4547859156247401,1.390484861372939,.7581119305311073,28.36641444182849,168.6246632352209,95.13672131708188,2.022857792214771,39.4348057053226,1.63967433777101,.0385073,0,,,0,Y
(2016 EL56),21.1,.8560254943622057,2.028548784263412,.2920593083764735,11.35089417291139,334.525623803376,70.29178491201075,3.76503826015035,8.898083401089796,2.88925841565414,.0407004,2,,,0,Y
(2016 EK84),21.53,.4892364006965742,1.433451206536149,.732154697676242,14.13612339553117,314.2713791877419,333.9129885576235,2.134747715396056,303.5986017996523,1.71625799768323,.178068,1,,,0,N
(2016 EO84),22.34,.5478415855836413,.8324955665659789,.3764198753871212,12.07969381737165,350.1374121867936,29.83678655197972,1.288571257744836,235.2872080395181,0.759593249141457,.0396295,1,,5.989,0,N
(2016 EB85),21.91,.188669737621884,1.401955178163301,1.137448662541589,17.13173771575906,319.8305152960302,301.1338810707543,1.666461693785013,345.3817972770184,1.66000499877615,.1945,0,,,0,N
(2016 EP85),22.06,.3428885587231255,1.966727962207362,1.29235944584561,1.675598645763496,73.05896787879588,116.0675862961743,2.641096478569114,39.34278643688016,2.75819293026568,.296585,2,,,0,N
(2016 EC86),21.49,.2790325079932823,1.386292301290887,.999471683649912,21.44804928119494,175.2704764019154,279.7281156439768,1.773112918931862,160.9750517156163,1.63226406436663,.185144,0,,,0,N
(2016 EE86),22.20,.3498993387135915,1.743991531306261,1.133770047780096,8.774476320533454,4.034782529106647,153.9929991109231,2.354213014832426,276.573821535715,2.30316344955493,.153714,5,,,0,N
(2016 ER155),22.0,.4311844184568512,2.205676145379951,1.254622959330148,26.16463093204661,356.2180805206089,185.3462111206219,3.156729331429755,220.2802064069404,3.27582597074479,.262159,5,,,0,N
(2016 EB156),21.18,.3976294679532972,1.776300971026225,1.069991360992142,7.660031693397808,25.48112183097962,225.7608203383614,2.482610581060309,202.1104130093632,2.36746208278949,.100217,0,,,0,N
(2016 EG156),21.6,.5332868270260933,2.331661140781232,1.088216969313968,5.767414043069162,69.6195496804373,45.37633870700207,3.575105312248497,163.8742756614807,3.56046199630854,.126397,4,,,0,N
(2016 EH157),21.1,.6245529821799535,2.433782023166263,.9137562026218128,10.03678631200839,22.84537520419026,198.2361065416114,3.953807843710713,83.34415387817029,3.79691365157302,.0484016,0,,,0,Y
(2016 EA158),21.01,.7516063837677469,1.828868805310703,.4542793361654859,15.53604710162824,148.809225233205,156.7943920569612,3.20345827445592,140.830812664084,2.47332980321946,.208585,7,,,0,N
(2016 EC158),21.7,.7177382603965471,2.236690549392766,.6313321654262048,5.38305480930568,289.7885264120829,353.9322251474145,3.842048933359327,177.5135943346906,3.34516124275787,.0914865,5,,,0,N
(2016 EH158),21.42,.04880809071359338,1.337386033910438,1.272110775048244,48.80360174025862,170.1983555604664,341.0567760031169,1.402661292772631,221.8112311489638,1.5466547429052,.283711,1,,,0,N
(2016 EN158),21.57,.5870806644912439,1.313610308843166,.5424150958449722,8.037750242749187,314.7851643506349,341.4798584583092,2.084805521841361,196.4187875094094,1.50559451625411,.118311,1,,,0,N
(2016 EC195),21.49,.1224529900509645,1.426587353073156,1.251897466120457,18.91964882151976,12.11353733109537,78.95176345335156,1.601277240025855,101.3837463776194,1.70394572269648,.350734,1,,,0,N
(2016 FJ3),22.49,.6365661161361977,2.082387321091564,.7568101118130458,5.705287422425112,105.0274501795888,342.1333858644704,3.407964530370083,332.7394652720005,3.00504146189086,.0724802,0,,,0,N
(2016 FY3),21.2,.6886706956525687,2.626305313061648,.8176458061194456,22.4433556425864,35.9058716330033,238.3917789319874,4.43496482000385,348.5200687002019,4.25623913529445,.00663607,3,,19.8,0,Y
(2016 FB4),22.0,.3556657470644559,1.151604166205641,.7420180101095721,32.9520266401848,355.4620572814903,315.4035080842394,1.561190322301711,242.2331882531203,1.235842263875,.188597,7,,,0,N
(2016 FO12),22.35,.6189639177783575,2.527219416323142,.9629617853102361,4.205422403734581,287.6362222197332,201.0309893284485,4.091477047336047,59.18448515339373,4.017654869195,.00261207,1,,,0,N
(2016 FA13),22.28,.08039992868097531,1.230481070856433,1.131550480516285,18.78796760751949,357.567998908241,347.2127355732929,1.32941166119658,305.0163709728464,1.36496214761428,.128966,2,,,0,N
(2016 FC13),22.07,.2147000656892487,1.258205175206591,.9880684414391836,40.95363544292495,11.12418459112363,219.9837325294804,1.528341908974,353.5618250354242,1.41135219502602,.0326709,1,,,0,N
(2016 FU13),22.3,.5716092118783772,2.491966433893715,1.067535464588359,16.60470873495718,200.8609670548954,33.06339121903161,3.916397403199072,50.66954573897797,3.93388341126295,.10964,6,,,0,N
(2016 FC15),21.2,.3946799311157913,1.500094751788333,.9080374584853534,5.475614524611895,249.1478737492273,206.8005937223903,2.092152045091312,275.71506523793,1.83732608015669,.0263185,2,,,0,Y
(2016 FD15),21.53,.4345294187025209,1.152544112864582,.6517297894725228,11.40044546363544,358.8643715810512,344.0593269837578,1.653358436256642,209.0165849443144,1.23735562607058,.179536,1,,,0,N
